id,Dia,Mes,Ano,Estado,Comunidad,Sitio,Latitud,Longitud,Habitat,Zona,TipoProteccion,ANP,BuzoMonitor,HoraInicial,HoraFinal,ProfundidadInicial,ProfundidadFinal,Temperatura,Visibilidad,Corriente,Transecto,Genero,Especie,GeneroEspecie,Abundancia,RC
12 8 2013 Punta Baja 1,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Grosso,12:48,12:53,9,7,NA,4,NA,1,Pisaster,giganteus,Pisaster giganteus,7,PuntaBaja - Lazaro
12 8 2013 Punta Baja 1,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Grosso,12:48,12:53,9,7,NA,4,NA,1,Pycnopodia,heliantoides,Pycnopodia heliantoides,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 1,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Alonso Grosso,12:48,12:53,9,7,NA,4,NA,1,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,50,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Aplysia,spp,Aplysia spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Cancer,spp,Cancer spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Centrostephanus,coronatus,Centrostephanus coronatus,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Crassedoma,giganteum,Crassedoma giganteum,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Cypraea,spp,Cypraea spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Haliotis,assimilis,Haliotis assimilis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Haliotis,corrugata,Haliotis corrugata,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Haliotis,fulgens,Haliotis fulgens,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Haliotis,rufescens,Haliotis rufescens,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Haliotis,sorenseni,Haliotis sorenseni,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Kelletia,kelletii,Kelletia kelletii,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Leptogorgia,chilensis,Leptogorgia chilensis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Megastraea,turbanica,Megastraea turbanica,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Megastraea,undosa,Megastraea undosa,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Loxorhynchus,grandis,Loxorhynchus grandis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Megathura,crenulata,Megathura crenulata,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,50,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Muricea,californica,Muricea californica,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Muricea,californica,Muricea californica,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Octopus,spp,Octopus spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Panulirus,interruptus,Panulirus interruptus,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Parastichopus,parvimensis,Parastichopus parvimensis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Patiria,miniata,Patiria miniata,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Pisaster,giganteus,Pisaster giganteus,2,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Pycnopodia,heliantoides,Pycnopodia heliantoides,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 2,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.9541,-115.8152,Bosque de kelp,Reserva,Reserva comunitaria,NA,Nieves Quinones,ND,ND,NA,NA,NA,6,NA,2,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,50,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Aplysia,spp,Aplysia spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Cancer,spp,Cancer spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Centrostephanus,coronatus,Centrostephanus coronatus,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Crassedoma,giganteum,Crassedoma giganteum,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Cypraea,spp,Cypraea spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Haliotis,assimilis,Haliotis assimilis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Haliotis,corrugata,Haliotis corrugata,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Haliotis,fulgens,Haliotis fulgens,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Haliotis,rufescens,Haliotis rufescens,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Haliotis,sorenseni,Haliotis sorenseni,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Kelletia,kelletii,Kelletia kelletii,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Leptogorgia,chilensis,Leptogorgia chilensis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Megastraea,turbanica,Megastraea turbanica,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Megastraea,undosa,Megastraea undosa,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Loxorhynchus,grandis,Loxorhynchus grandis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Megathura,crenulata,Megathura crenulata,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,9,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94835,-115.8168,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Mesocentrotus,franciscanus,Mesocentrotus franciscanus,2,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Muricea,californica,Muricea californica,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Muricea,californica,Muricea californica,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Octopus,spp,Octopus spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Panulirus,interruptus,Panulirus interruptus,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Parastichopus,parvimensis,Parastichopus parvimensis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Patiria,miniata,Patiria miniata,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Pisaster,giganteus,Pisaster giganteus,4,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94835,-115.8168,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Pisaster,giganteus,Pisaster giganteus,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Pycnopodia,heliantoides,Pycnopodia heliantoides,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94835,-115.8168,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Pycnopodia,heliantoides,Pycnopodia heliantoides,1,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.95612,-115.8149,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,27,PuntaBaja - Lazaro
12 8 2013 Punta Baja 3,12,8,2013,Baja California Sur,El Rosario,Punta Baja,29.94835,-115.8168,Bosque de kelp,Reserva,Reserva comunitaria,NA,Gregorio Tambo,ND,ND,NA,NA,NA,7,NA,3,Strongylocentrotus,purpuratus,Strongylocentrotus purpuratus,5,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Aplysia,spp,Aplysia spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Cancer,spp,Cancer spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Centrostephanus,coronatus,Centrostephanus coronatus,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Crassedoma,giganteum,Crassedoma giganteum,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Cypraea,spp,Cypraea spp,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Haliotis,assimilis,Haliotis assimilis,0,PuntaBaja - Lazaro
12 8 2013 Punta Baja 4,12,8,2013,Baja California Sur,El Rosario,Punta Baja,NA,NA,Bosque de kelp,Reserva,Reserva comunitaria,NA,Miguel Bracamontes,ND,ND,NA,NA,NA,8,NA,4,Haliotis,corrugata,Haliotis corrugata,0,PuntaBaja - Lazaro
